Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
70,SOTA-Summits,OE/NO-320 Buchen,Niederoes 730m,,,,,,GPS,,,,Exact,47.9883,14.6542,+1:00
70,SOTA-Summits,OE/TI-566 Buchen,Tirol 1462m,,,,,,GPS,,,,Exact,47.4842,12.5836,+1:00
70,SOTA-Summits,OE/ST-303 Buchko,Steierma 656m,,,,,,GPS,,,,Exact,47.0381,15.375,+1:00
70,SOTA-Summits,OE/ST-311 Buchko,Steierma 550m,,,,,,GPS,,,,Exact,46.8714,15.5075,+1:00
70,SOTA-Summits,OE/ST-373 Buchwa,Steierma 1058m,,,,,,GPS,,,,Exact,47.4317,15.8536,+1:00
70,SOTA-Summits,OM/KE-019 Bucina,Kosicky 851m,,,,,,GPS,,,,Exact,48.6531,20.4112,+1:00
70,SOTA-Summits,OE/ST-544 Buckec,Steierma 1440m,,,,,,GPS,,,,Exact,47.7338,15.1755,+1:00
70,SOTA-Summits,OM/ZA-048 Budin,Zilinsky 1221m,,,,,,GPS,,,,Exact,49.3441,19.4522,+1:00
70,SOTA-Summits,9V/SG-001 Bukit ,Singapor 164m,,,,,,GPS,,,,Exact,1.3547,103.7764,+8:00
70,SOTA-Summits,OM/KE-008 Bukove,Kosicky 1127m,,,,,,GPS,,,,Exact,48.8472,20.7215,+1:00
70,SOTA-Summits,OM/BB-039 Bukovi,Banskoby 1293m,,,,,,GPS,,,,Exact,48.6746,19.4166,+1:00
70,SOTA-Summits,OM/NR-008 Burdov,Nitrians 395m,,,,,,GPS,,,,Exact,47.8327,18.7808,+1:00
70,SOTA-Summits,OE/ST-367 Burgst,Steierma 1218m,,,,,,GPS,,,,Exact,47.2294,15.5128,+1:00
70,SOTA-Summits,OE/OO-304 Burgst,Oberoeste 949m,,,,,,GPS,,,,Exact,48.3408,14.9283,+1:00
70,SOTA-Summits,OE/NO-207 Buschb,Niederoes 491m,,,,,,GPS,,,,Exact,48.5769,16.3956,+1:00
70,SOTA-Summits,OM/PO-032 Busov,Presovsk 1002m,,,,,,GPS,,,,Exact,49.3883,21.1625,+1:00
70,SOTA-Summits,OM/TN-022 Butko,Trencian 765m,,,,,,GPS,,,,Exact,49.0225,18.3317,+1:00
70,SOTA-Summits,OM/KE-028 Bykark,Kosicky 1057m,,,,,,GPS,,,,Exact,48.9133,20.4004,+1:00
70,SOTA-Summits,OM/ZA-001 Bystra,Zilinsky 2248m,,,,,,GPS,,,,Exact,49.1885,19.8425,+1:00
70,SOTA-Summits,OE/TI-269 Baeren,Tirol 2431m,,,,,,GPS,,,,Exact,46.6561,12.6036,+1:00
70,SOTA-Summits,OE/ST-395 Baeren,Steierma 1770m,,,,,,GPS,,,,Exact,47.5869,14.1261,+1:00
70,SOTA-Summits,OE/ST-461 Baeren,Steierma 1479m,,,,,,GPS,,,,Exact,47.306,15.1119,+1:00
70,SOTA-Summits,OE/TI-464 Baeren,Tirol 1991m,,,,,,GPS,,,,Exact,47.4144,11.7119,+1:00
70,SOTA-Summits,OE/NO-282 Baeren,Niederoes 1635m,,,,,,GPS,,,,Exact,47.8275,15.0958,+1:00
70,SOTA-Summits,OE/SB-108 Baeren,Salzburg 2225m,,,,,,GPS,,,,Exact,47.3256,12.5892,+1:00
70,SOTA-Summits,OE/NO-244 Boelze,Niederoes 1057m,,,,,,GPS,,,,Exact,47.9068,15.0281,+1:00
70,SOTA-Summits,OE/KT-303 Boesec,Kaernten 2842m,,,,,,GPS,,,,Exact,46.9834,13.1024,+1:00
