Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
32,AT-Repeaters,Hutwisch,Hochneukirchen,OE3XCR,,438.8375,DUP-,7.6,FM,TONE,97.4Hz,YES,Exact,47.463146,16.22183,+1:00
32,AT-Repeaters,Hochkogel,Hochkoglberg,OE3XDA,,438.85,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,48.034278,14.951167,+1:00
32,AT-Repeaters,Nebelstein,Hirschenwies,OE3XNR,,438.875,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,48.672816,14.77828,+1:00
32,AT-Repeaters,Schoeckl,Schoeckl,OE6XAG,,438.875,DUP-,7.6,FM,TONE,103.5Hz,YES,Exact,47.1988534,15.4669424,+1:00
32,AT-Repeaters,Schoenjoechl,Fiss,OE7XOI,,438.875,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,47.07723879520141,10.59837341308594,+1:00
32,AT-Repeaters,Dobratsch,Bleiberg,OE8XFK,,438.9,DUP-,7.6,FM,TONE,88.5Hz,YES,Exact,46.603397,13.670989,+1:00
32,AT-Repeaters,Gallzein Kogelmoos,Gallzein,OE7XFI,,438.9,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,47.357,11.755,+1:00
32,AT-Repeaters,Sonntagberg,Sonntagberg,OE3XRB,,438.9,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,47.996538,14.764472,+1:00
32,AT-Repeaters,Gefrorene Wand,Finkenberg,OE7XGR,,438.925,DUP-,7.6,FM,TONE,77.0Hz,YES,Exact,47.064977,11.679196,+1:00
32,AT-Repeaters,Rittmannsberg,Endholz,OE3XSU,,438.925,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,48.158249,14.548894,+1:00
32,AT-Repeaters,Kahlenberg,Josefsdorf,OE1XUU,,438.95,DUP-,7.6,FM,TONE,162.2Hz,YES,Exact,48.276145,16.333217,+1:00
32,AT-Repeaters,Pfarrkirchen,Pfarrkirchen,OE5XDO,,438.95,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,48.502871999999996,13.825623,+1:00
32,AT-Repeaters,Ahorn,Mayrhofen,OE7XZT,,438.975,DUP-,7.6,FM,TONE,77.0Hz,YES,Exact,47.13717,11.86928,+1:00
32,AT-Repeaters,Jochgrabenberg,Rekawinkel,OE3XFW,,438.975,DUP-,7.6,FM,TONE,162.2Hz,YES,Exact,48.153067275070676,16.016285419464115,+1:00
32,AT-Repeaters,Speiereck,St. Michael im Lungau,OE2XNM,,438.975,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,47.127031,13.624763,+1:00
32,AT-Repeaters,Sternstein,Amesschlag,OE5XIM,,438.975,DUP-,7.6,FM,TONE,123.0Hz,YES,Exact,48.5599155,14.2690062,+1:00
32,AT-Repeaters,Stradner Kogel,Hochstraden,OE6XBF,,438.975,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,46.84521579785275,15.93197822570801,+1:00
32,AT-Repeaters,Gaberl/Wiedneralm,Salla,OE6XNG,,439.0,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,47.11856,14.93233,+1:00
32,AT-Repeaters,Goldeck,Stockenboi,OE8XDK,,439.0,DUP-,7.6,FM,TONE,88.5Hz,YES,Exact,46.76179,13.45725,+1:00
32,AT-Repeaters,Satzberg,Huetteldorf,OE1XFU,,439.0,DUP-,7.6,FM,TONE,162.2Hz,YES,Exact,48.21527259679771,16.2613320350647,+1:00
32,AT-Repeaters,Telfs Arzbergstrasse,Telfs,OE7XKG,,439.0,DUP-,7.6,FM,TONE,77.0Hz,YES,Exact,47.318046245342174,11.078756716842637,+1:00
32,AT-Repeaters,Frauenstaffel,Dietmanns,OE3XEU,,439.025,DUP-,7.6,FM,TONE,136.5Hz,YES,Exact,48.7931928,15.3499052,+1:00
32,AT-Repeaters,Giesshuebel,Giesshuebl,OE3XLU,,439.025,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,48.09671,16.23893,+1:00
32,AT-Repeaters,Harschbichl,St. Johann in Tirol,OE7XFJ,,439.025,DUP-,7.6,FM,TONE,77.0Hz,YES,Exact,47.48446,12.42795,+1:00
32,AT-Repeaters,Gerlitzen,Sauerwald,OE8XKQ,,439.05,DUP-,7.6,FM,TONE,88.5Hz,YES,Exact,46.695,13.914166999999999,+1:00
32,AT-Repeaters,Pichling,Pichling,OE6XPF,,439.05,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,46.91079,15.2744,+1:00
32,AT-Repeaters,Troppberg,Gablitz,OE3XEB,,439.05,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,48.223986,16.110077,+1:00
32,AT-Repeaters,Hochwechsel,Neustift am Alpenwald,OE3XWU,,439.075,DUP-,7.6,FM,TONE,162.2Hz,YES,Exact,47.530448,15.9145156,+1:00
32,AT-Repeaters,Petzen,Unterort,OE8XPK,,439.0875,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,46.518507,14.772985,+1:00
32,AT-Repeaters,Eisenerzer Reichenstein,Trofeng,OE6XRE,,439.1,DUP-,7.6,FM,TONE,103.5Hz,YES,Exact,47.500836856013976,14.932286739349367,+1:00
32,AT-Repeaters,Rangger Koepfl,Inzing,OE7XBI,,1259.2,DUP+,-35.0,FM,OFF,88.5Hz,NO,Exact,47.242985,11.181174,+1:00
32,AT-Repeaters,Wienerberg,Inzersdorf Stadt,OE1XQU,,1298.025,DUP-,28.0,FM,OFF,88.5Hz,NO,Exact,48.16803,16.3454,+1:00
32,AT-Repeaters,Dobl,Dobl,OE6XDF,,1298.05,DUP-,28.0,FM,OFF,88.5Hz,NO,Exact,46.94991,15.37989,+1:00
32,AT-Repeaters,Dobratsch,Bleiberg,OE8XFQ,,1298.15,DUP-,28.0,FM,OFF,88.5Hz,NO,Exact,46.603397,13.670989,+1:00
32,AT-Repeaters,Schoeckl,Schoeckl,OE6XDD,,1298.2,DUP-,28.0,FM,OFF,88.5Hz,NO,Exact,47.1988534,15.4669424,+1:00
32,AT-Repeaters,Hochwechsel,Neustift am Alpenwald,OE3XFC,,1298.225,DUP-,28.0,FM,OFF,88.5Hz,NO,Exact,47.530448,15.9145156,+1:00
32,AT-Repeaters,Laaerberg Wohntower,Oberlaa Stadt,OE1XCS,,1298.275,DUP-,28.0,FM,OFF,88.5Hz,NO,Exact,48.1664,16.3888,+1:00
32,AT-Repeaters,Gaisberg,Heuberg I,OE2XZR,,1298.375,DUP-,28.0,FM,OFF,88.5Hz,NO,Exact,47.805128,13.112955,+1:00
32,AT-Repeaters,Hinteralm,Hintereben,OE3XPC,,1298.5,DUP-,28.0,FM,OFF,88.5Hz,NO,Exact,47.97206,15.61039,+1:00
32,AT-Repeaters,Rangger Koepfl,Inzing,OE7XBI,,2401.9,DUP+,-48.0,FM,OFF,88.5Hz,NO,Exact,47.242985,11.181174,+1:00
32,AT-Repeaters,Wienerberg,Inzersdorf Stadt,OE1XQU,,2449.6,DUP-,49.0,FM,OFF,88.5Hz,NO,Exact,48.16803,16.3454,+1:00
32,AT-DSTAR,Hochkogel,Hochkoglberg,OE3XDA,OE3XDA G,145.575,DUP-,0.6,DV,OFF,88.5Hz,YES,Exact,48.034278,14.951167,+1:00
32,AT-DSTAR,Wien AKH,Alsergrund,OE1XDS,OE1XDS G,145.575,DUP-,0.6,DV,OFF,88.5Hz,YES,Exact,48.22075,16.34684,+1:00
32,AT-DSTAR,Dobl,Dobl,OE6XDF,OE6XDF G,145.6375,DUP-,0.6,DV,OFF,88.5Hz,YES,Exact,46.94991,15.37989,+1:00
32,AT-DSTAR,Hochstein,Patriasdorf,OE7XLI,OE7XLI G,145.725,DUP-,0.6,DV,OFF,88.5Hz,YES,Exact,46.82166,12.70025,+1:00
32,AT-DSTAR,Hoadl,Grinzens,OE7XIH,OE7XIH G,438.05,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,47.183272,11.281548,+1:00
32,AT-DSTAR,Rofan Rosskogel,Muenster,OE7XXR,OE7XXR G,438.2,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,47.46738,11.82695,+1:00
